1	555	10
1	592	10
1	593	10
1	11645	10
15	782	10
15	4828	10
15	6780	10
19	4828	10
19	7047	10
19	16312	10
30	552	10
46	1405	10
48	4081	10
54	782	10
54	948	10
54	1169	10
54	10384	10
56	22574	10
59	2606	10
59	3615	10
59	6208	10
59	7627	10
59	7706	10
64	121	10
64	205	10
64	229	10
64	349	10
64	610	10
64	2626	10
64	3122	10
64	3134	10
64	3412	10
64	4462	10
64	4515	10
64	4612	10
64	10127	10
64	14822	10
64	15194	10
64	18182	10
64	20070	10
65	1405	10
71	89	10
71	21859	10
73	13155	10
73	14242	10
77	562	10
77	11368	10
78	562	10
78	718	10
78	12314	10
81	10589	10
84	2754	10
84	4808	10
84	5217	10
84	5608	10
84	7111	10
84	7271	10
84	7354	10
84	8229	10
84	8367	10
84	8408	10
84	12408	10
84	13113	10
84	13516	10
84	14042	10
84	14536	10
84	15051	10
84	15308	10
84	15373	10
84	16083	10
84	18128	10
84	18528	10
84	18550	10
84	19052	10
84	21725	10
84	22629	10
84	23049	10
84	23071	10
84	23192	10
87	5019	10
87	13166	10
89	155	10
89	238	10
89	326	10
89	349	10
89	742	10
89	843	10
89	1398	10
89	1913	10
89	2070	10
89	2268	10
89	2490	10
89	2507	10
89	2590	10
89	2598	10
89	2664	10
89	2705	10
89	2733	10
89	3245	10
89	3354	10
89	3423	10
89	3549	10
89	3622	10
89	3647	10
89	3663	10
89	3723	10
89	3992	10
89	4029	10
89	4049	10
89	4294	10
89	4369	10
89	4635	10
89	4786	10
89	4874	10
89	4911	10
89	5215	10
89	5452	10
89	5601	10
89	5642	10
89	5737	10
89	5749	10
89	6058	10
89	6195	10
89	6436	10
89	6611	10
89	6672	10
89	6844	10
89	6878	10
89	6960	10
89	7305	10
89	7578	10
89	7948	10
89	8012	10
89	8120	10
89	8611	10
89	9446	10
89	9490	10
89	9612	10
89	9883	10
89	10003	10
89	10052	10
89	10239	10
89	10359	10
89	10493	10
89	10824	10
89	10974	10
89	11198	10
89	11834	10
89	11935	10
89	12272	10
89	12310	10
89	12392	10
89	12401	10
89	12425	10
89	12507	10
89	12653	10
89	12662	10
89	12853	10
89	13117	10
89	13225	10
89	13683	10
89	13801	10
89	13863	10
89	14314	10
89	14785	10
89	14815	10
89	16280	10
89	16295	10
89	16444	10
89	16763	10
89	16916	10
89	17462	10
89	17730	10
89	18171	10
89	19014	10
89	19434	10
89	19485	10
89	20259	10
89	20512	10
89	20637	10
89	20756	10
89	20904	10
89	21475	10
89	21566	10
89	21905	10
89	22320	10
89	22700	10
89	22701	10
89	22709	10
89	22714	10
89	22793	10
89	22832	10
89	22892	10
89	22915	10
89	23078	10
89	23151	10
89	23305	10
89	23326	10
89	23346	10
89	23811	10
89	23812	10
89	23994	10
89	24011	10
91	6128	10
91	6877	10
93	1086	10
93	2259	10
93	2863	10
93	3032	10
93	3042	10
93	9943	10
93	12595	10
93	13166	10
93	18306	10
93	22798	10
97	10431	10
98	10431	10
99	814	10
101	12314	10
104	3160	10
104	9231	10
105	12616	10
117	9582	10
117	11934	10
118	1028	10
121	229	10
121	349	10
121	1465	10
121	2788	10
121	3122	10
121	3331	10
121	3412	10
121	4462	10
121	4469	10
121	5379	10
121	8028	10
121	12812	10
121	15194	10
121	17919	10
121	18182	10
124	881	10
127	6141	10
127	6367	10
127	10936	10
127	18228	10
129	13506	10
136	14975	10
137	8027	10
151	163	10
151	7544	10
155	2957	10
155	3037	10
155	3162	10
155	3967	10
155	4100	10
155	4442	10
155	5483	10
155	6114	10
155	13480	10
158	12996	10
160	165	10
160	833	10
161	430	10
161	4736	10
161	5372	10
161	11972	10
161	15724	10
161	19012	10
161	20875	10
161	22696	10
163	336	10
163	396	10
163	519	10
163	551	10
163	701	10
163	748	10
163	871	10
163	905	10
163	1007	10
163	1056	10
163	1432	10
163	1589	10
163	1973	10
163	2272	10
163	4262	10
163	4953	10
163	5350	10
163	5838	10
163	5867	10
163	5883	10
163	6013	10
163	6148	10
163	6237	10
163	6379	10
163	6533	10
163	7048	10
163	7151	10
163	7660	10
163	8623	10
163	9151	10
163	9359	10
163	9381	10
163	9424	10
163	9473	10
163	9731	10
163	10082	10
163	10343	10
163	10347	10
163	10350	10
163	10627	10
163	10639	10
163	11410	10
163	11632	10
163	12431	10
163	12633	10
163	12871	10
163	13239	10
163	13971	10
163	16578	10
163	18964	10
163	19985	10
163	20693	10
163	22386	10
165	292	10
165	312	10
165	321	10
165	340	10
165	341	10
165	428	10
165	430	10
165	446	10
165	577	10
165	701	10
165	836	10
165	974	10
165	1070	10
165	1137	10
165	1466	10
165	1644	10
165	4766	10
165	5372	10
165	6306	10
165	6466	10
165	6996	10
165	9560	10
165	11718	10
165	11965	10
165	12523	10
165	12614	10
165	13107	10
165	13265	10
165	13522	10
165	13885	10
165	14782	10
165	18097	10
165	23178	10
165	23928	10
168	434	10
168	782	10
168	881	10
168	4828	10
168	15475	10
170	228	10
170	410	10
170	975	10
171	1515	10
171	23620	10
181	12314	10
184	10453	10
184	16273	10
186	2339	10
186	4079	10
186	4220	10
186	4286	10
186	13248	10
190	295	10
190	7721	10
190	13227	10
195	17763	10
195	22671	10
196	582	10
196	592	10
196	758	10
196	4796	10
196	4842	10
203	698	10
203	12314	10
207	5019	10
213	13155	10
214	4081	10
214	4286	10
214	13248	10
238	3037	10
238	4100	10
238	13506	10
239	2258	10
239	3031	10
239	4081	10
239	4220	10
239	5234	10
239	17490	10
240	22550	10
240	23211	10
246	555	10
246	613	10
252	953	10
252	2428	10
252	3031	10
252	3032	10
252	3042	10
252	3162	10
252	4081	10
252	4398	10
252	4647	10
252	7282	10
252	9231	10
252	12314	10
252	12616	10
252	13166	10
252	15212	10
252	18306	10
256	2173	10
256	11925	10
257	410	10
257	1071	10
257	5642	10
260	881	10
263	718	10
263	22744	10
268	10431	10
275	506	10
275	6581	10
286	10219	10
286	13101	10
286	15680	10
288	966	10
288	1251	10
288	4791	10
288	5399	10
288	9185	10
288	10811	10
288	12102	10
288	13901	10
288	14128	10
288	14261	10
288	14304	10
290	10442	10
290	10453	10
290	15429	10
290	16312	10
291	1169	10
291	2442	10
291	2603	10
295	952	10
295	966	10
295	1098	10
295	1254	10
295	1312	10
295	1785	10
295	1786	10
295	2490	10
295	2733	10
295	3317	10
295	3869	10
295	3891	10
295	4004	10
295	4616	10
295	5399	10
295	9196	10
295	9910	10
295	10595	10
295	10694	10
295	10791	10
295	11140	10
295	11469	10
295	11938	10
295	12102	10
295	12400	10
295	12412	10
295	13064	10
295	13446	10
295	13774	10
295	14025	10
295	14096	10
295	14313	10
295	14429	10
295	14785	10
295	14828	10
295	16280	10
295	16777	10
295	18671	10
295	20074	10
295	20756	10
295	23398	10
295	23999	10
303	782	10
303	1169	10
303	4828	10
303	10384	10
303	12616	10
306	1029	10
306	16273	10
309	881	10
309	15475	10
310	881	10
310	911	10
312	833	10
321	833	10
321	14318	10
326	2957	10
326	3037	10
326	3162	10
326	4100	10
326	4393	10
326	4442	10
326	5483	10
326	13480	10
329	14658	10
331	14242	10
336	4220	10
336	12314	10
336	17490	10
337	12595	10
340	833	10
340	14318	10
341	833	10
341	14318	10
342	814	10
343	6604	10
346	881	10
347	555	10
347	612	10
347	8396	10
349	2412	10
349	2957	10
349	3037	10
349	3162	10
349	4100	10
349	4393	10
349	4442	10
349	5483	10
349	5624	10
349	5625	10
349	9793	10
349	13480	10
349	14536	10
349	18228	10
351	6267	10
355	22616	10
360	20337	10
366	2192	10
366	8434	10
373	12605	10
382	729	10
382	833	10
384	1086	10
384	17490	10
386	10431	10
387	12314	10
388	782	10
388	4828	10
393	718	10
394	445	10
395	555	10
395	4647	10
395	22744	10
403	5731	10
410	551	10
410	555	10
410	579	10
410	582	10
410	592	10
410	613	10
410	729	10
410	814	10
410	5209	10
410	6939	10
410	9551	10
410	18764	10
411	676	10
411	698	10
411	12314	10
421	698	10
421	881	10
421	10274	10
427	698	10
427	6780	10
427	8675	10
428	729	10
428	15203	10
429	526	10
429	733	10
